sample_id,batch_id,collection_timestamp,feed_type,moisture_pct,protein_pct,fiber_pct,energy_mcal_per_kg,mineral_deficiency_index,urea_pct,sand_silica_pct,aflatoxin_ppb,fungal_load_index,mould_index_pct,storage_temperature_c,ph,sampling_depth_cm,device_id,firmware_version,measurement_repeat,spoilage_flag,adulteration_type,quality_status,split
F006775,B006971,2025-05-21 10:51:17.142571418,Silage,60.46,6.01,23.2,1.94,12.41,0.84,0.0,6.57,3.97,11.56,34.35,5.6,50.9,DEV-0081,1.1.0,1,1,None,Poor,train
F006776,B008387,2025-05-21 11:21:08.562285410,Cattle Feed Pellet,11.34,22.45,16.7,2.73,12.48,1.89,2.18,0.87,3.42,19.96,25.67,,31.5,DEV-0063,1.2.0,3,0,None,Moderate,validation
F006777,B001773,2025-05-21 11:50:59.981999400,Feed Mash,8.92,16.22,20.95,2.35,14.52,1.52,0.87,3.4,5.45,0.0,23.81,,47.7,DEV-0021,1.1.0,1,0,None,Good,train
F006778,B007742,2025-05-21 12:20:51.401713390,Mineral Mixture,3.9,4.77,6.27,2.12,20.18,0.55,0.75,5.05,7.19,11.9,27.02,,12.7,DEV-0068,1.0.0,1,0,None,Good,train
F006779,B004864,2025-05-21 12:50:42.821427380,Cattle Feed Pellet,13.55,15.17,18.93,2.43,16.05,0.65,5.2,2.42,3.87,10.85,31.04,,57.4,DEV-0141,1.0.0,3,0,None,Moderate,train
F006780,B007980,2025-05-21 13:20:34.241141372,Cattle Feed Pellet,8.9,30.0,15.5,,13.96,1.86,0.71,5.69,3.76,22.09,25.06,,15.8,DEV-0079,1.1.0,1,0,None,Moderate,test
F006781,B002031,2025-05-21 13:50:25.660855362,Feed Mash,17.89,21.45,18.1,2.79,8.66,5.98,0.0,1.62,2.67,36.46,29.77,,10.3,DEV-0131,1.2.0,1,0,None,Poor,train
F006782,B007578,2025-05-21 14:20:17.080569352,Silage,64.01,11.55,25.64,1.96,11.77,0.09,1.25,9.88,6.22,37.19,24.84,4.47,15.3,DEV-0105,1.1.0,2,0,None,Moderate,validation
F006783,B001617,2025-05-21 14:50:08.500283342,Silage,75.7,9.24,23.18,1.96,24.04,0.55,0.0,10.25,0.94,21.94,34.86,5.6,7.9,DEV-0019,1.1.0,1,1,None,Poor,train
F006784,B005873,2025-05-21 15:19:59.919997332,Silage,74.48,11.8,27.93,2.82,14.52,1.81,0.0,3.16,4.94,4.47,27.2,4.95,42.3,DEV-0053,1.0.0,3,0,None,Moderate,train
F006785,B003142,2025-05-21 15:49:51.339711324,Feed Mash,16.22,19.05,20.61,3.4,26.18,0.51,0.57,2.21,3.75,28.44,29.51,,31.6,DEV-0073,1.2.0,1,0,None,Moderate,train
F006786,B007913,2025-05-21 16:19:42.759425314,Feed Mash,15.68,19.01,19.59,2.84,11.68,1.46,0.0,2.66,6.13,23.47,24.92,,42.5,DEV-0022,1.1.0,2,0,None,Moderate,train
F006787,B005104,2025-05-21 16:49:34.179139304,Silage,69.74,9.77,29.86,2.35,5.77,1.97,1.55,1.71,2.6,21.94,28.32,4.02,5.9,DEV-0110,1.2.0,1,0,None,Good,train
F006788,B004113,2025-05-21 17:19:25.598853294,Silage,56.77,10.71,13.47,2.0,13.97,0.58,2.44,2.57,2.2,30.7,21.68,3.99,40.4,DEV-0106,1.2.0,3,0,None,Good,train
F006789,B008745,2025-05-21 17:49:17.018567286,Silage,66.54,8.95,34.9,2.45,18.56,5.5,0.54,6.16,2.47,30.44,22.1,5.61,40.8,DEV-0136,1.1.0,1,1,None,Poor,train
F006790,B006294,2025-05-21 18:19:08.438281276,Cattle Feed Pellet,13.84,11.63,14.37,2.34,15.14,1.97,2.03,2.61,0.18,9.91,29.75,,29.0,DEV-0102,1.1.0,1,0,None,Moderate,validation
F006791,B002893,2025-05-21 18:48:59.857995266,Cattle Feed Pellet,7.64,24.73,15.8,2.83,10.47,2.82,1.17,1.82,4.91,17.82,26.84,,15.3,DEV-0027,1.2.0,2,0,None,Good,train
F006792,B004743,2025-05-21 19:18:51.277709256,Cattle Feed Pellet,8.41,22.16,19.62,,5.04,0.85,0.52,1.61,2.89,22.23,27.91,,2.1,DEV-0059,1.0.0,3,0,None,Good,train
F006793,B006219,2025-05-21 19:48:42.697423248,Cattle Feed Pellet,9.88,10.09,17.14,3.04,3.89,2.92,0.48,5.73,4.61,16.8,34.96,,24.3,DEV-0092,1.0.0,1,0,None,Moderate,train
F006794,B003268,2025-05-21 20:18:34.117137238,Feed Mash,15.43,15.42,18.41,2.79,7.49,0.52,0.0,1.49,6.53,11.46,26.96,,46.4,DEV-0128,1.1.0,2,0,None,Moderate,train
F006795,B007692,2025-05-21 20:48:25.536851228,Cattle Feed Pellet,8.66,15.11,15.28,2.19,25.27,1.43,1.37,3.77,4.04,23.42,34.03,,10.7,DEV-0025,1.1.0,2,0,None,Good,validation
F006796,B003737,2025-05-21 21:18:16.956565218,Silage,74.64,5.74,25.85,2.05,19.64,0.94,1.69,2.75,2.35,8.02,33.48,4.48,17.8,DEV-0039,1.1.0,2,0,None,Good,train
F006797,B004596,2025-05-21 21:48:08.376279210,Mineral Mixture,3.6,12.24,7.83,,11.6,0.08,1.32,7.0,3.17,16.03,38.55,,29.8,DEV-0068,1.1.0,2,0,None,Good,train
F006798,B005362,2025-05-21 22:17:59.795993200,Mineral Mixture,7.58,12.78,6.74,,36.21,1.0,0.0,65.99,8.08,82.75,48.0,,19.6,DEV-0003,1.2.0,3,0,Mineral Imbalance,Unsafe,train
F006799,B008977,2025-05-21 22:47:51.215707190,Silage,79.36,7.78,25.23,2.59,17.57,1.12,5.73,3.97,2.5,28.35,23.25,5.26,40.1,DEV-0089,1.2.0,1,0,None,Poor,train
F006800,B002819,2025-05-21 23:17:42.635421180,Cattle Feed Pellet,10.34,13.53,18.0,3.36,3.72,0.74,0.0,4.56,1.12,1.05,29.64,,4.0,DEV-0123,1.2.0,3,0,None,Good,train
F006801,B006122,2025-05-21 23:47:34.055135170,Cattle Feed Pellet,14.03,16.24,11.1,2.65,8.37,0.29,0.0,1.55,0.0,0.0,30.51,,1.1,DEV-0001,1.1.0,2,0,None,Good,train
F006802,B007098,2025-05-22 00:17:25.474849162,Mineral Mixture,2.53,16.69,8.91,1.8,7.51,0.66,0.0,7.47,2.92,3.97,26.99,,52.3,DEV-0030,1.1.0,3,0,None,Good,validation
F006803,B001322,2025-05-22 00:47:16.894563152,Cattle Feed Pellet,12.0,18.8,19.66,2.47,16.27,0.0,0.84,7.27,6.96,39.86,24.4,,51.7,DEV-0022,1.0.0,2,0,None,Moderate,test
F006804,B001509,2025-05-22 01:17:08.314277142,Cattle Feed Pellet,12.32,20.75,18.44,2.05,29.36,0.01,0.3,42.07,9.76,60.78,27.78,,27.3,DEV-0118,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,test
F006805,B007234,2025-05-22 01:46:59.733991132,Silage,75.88,6.99,25.5,1.45,9.94,0.0,2.03,3.86,0.0,22.5,24.98,4.58,13.0,DEV-0040,1.0.0,1,0,None,Poor,train
F006806,B006194,2025-05-22 02:16:51.153705124,Cattle Feed Pellet,10.42,24.79,17.28,3.1,21.22,0.14,0.77,10.08,6.73,44.53,36.72,,28.4,DEV-0136,1.2.0,2,0,None,Poor,test
F006807,B006804,2025-05-22 02:46:42.573419114,Silage,85.67,10.23,35.86,2.66,1.84,2.16,0.22,10.06,3.5,6.57,30.57,4.17,46.0,DEV-0075,1.0.0,1,0,None,Poor,train
F006808,B007516,2025-05-22 03:16:33.993133104,Cattle Feed Pellet,10.07,16.74,12.29,3.03,0.0,2.51,0.52,5.2,3.73,18.26,37.52,,12.3,DEV-0069,1.1.0,2,0,None,Good,validation
F006809,B001181,2025-05-22 03:46:25.412847094,Cattle Feed Pellet,12.83,18.41,17.16,2.46,2.52,0.0,0.46,3.03,0.62,24.25,26.02,,11.8,DEV-0107,1.1.0,1,0,None,Moderate,test
F006810,B005533,2025-05-22 04:16:16.832561086,Silage,68.01,6.69,30.18,2.37,13.92,0.6,0.78,5.0,6.42,28.65,27.3,4.95,11.5,DEV-0045,1.2.0,2,0,None,Good,train
F006811,B004299,2025-05-22 04:46:08.252275076,Feed Mash,18.09,11.73,22.1,1.79,16.92,2.01,1.25,12.02,4.48,54.31,30.31,,0.9,DEV-0038,1.1.0,1,0,None,Poor,train
F006812,B004456,2025-05-22 05:15:59.671989066,Feed Mash,13.49,16.0,13.32,2.05,13.01,0.48,4.58,2.37,2.58,8.49,29.08,,11.4,DEV-0052,1.0.0,1,0,None,Good,train
F006813,B006923,2025-05-22 05:45:51.091703056,Silage,61.13,10.63,18.94,2.42,10.82,2.45,0.87,0.74,5.66,13.02,26.11,5.02,4.2,DEV-0104,1.1.0,3,0,None,Good,validation
F006814,B003700,2025-05-22 06:15:42.511417046,Silage,66.49,10.77,28.29,2.13,0.0,2.26,0.11,1.56,2.2,13.25,28.97,,48.4,DEV-0112,1.2.0,1,0,None,Good,train
F006815,B003398,2025-05-22 06:45:33.931131038,Feed Mash,13.37,20.2,13.39,2.3,18.24,1.94,1.22,6.67,2.35,6.49,32.79,,34.4,DEV-0098,1.1.0,1,0,None,Moderate,train
F006816,B001696,2025-05-22 07:15:25.350845028,Silage,67.66,11.12,25.15,2.38,8.54,1.93,0.04,0.31,3.42,3.25,25.14,4.49,3.4,DEV-0083,1.1.0,1,0,None,Moderate,train
F006817,B003590,2025-05-22 07:45:16.770559018,Feed Mash,13.77,21.19,14.83,2.7,6.02,0.56,2.07,16.08,3.14,2.57,24.06,,33.2,DEV-0015,1.1.0,2,0,None,Moderate,train
F006818,B008660,2025-05-22 08:15:08.190273008,Cattle Feed Pellet,18.15,17.9,17.31,2.69,4.71,1.24,0.75,0.83,1.78,0.0,34.33,,57.7,DEV-0150,1.1.0,2,0,None,Moderate,train
F006819,B007457,2025-05-22 08:44:59.609987000,Silage,74.73,6.77,22.99,2.02,13.79,0.95,1.24,1.72,4.32,4.05,21.75,4.78,54.2,DEV-0023,1.1.0,1,0,None,Moderate,test
F006820,B000555,2025-05-22 09:14:51.029700990,Silage,88.0,9.52,26.71,2.27,20.79,0.44,0.03,3.99,2.55,26.47,27.08,5.05,49.9,DEV-0116,1.0.0,2,0,None,Poor,validation
F006821,B001394,2025-05-22 09:44:42.449414980,Silage,77.3,7.68,29.24,,23.51,0.0,1.74,2.5,5.04,12.92,29.44,,37.7,DEV-0058,1.2.0,1,0,None,Poor,train
F006822,B003071,2025-05-22 10:14:33.869128970,Cattle Feed Pellet,12.64,18.36,18.88,2.89,9.1,0.0,0.69,8.88,3.29,42.03,29.9,,17.6,DEV-0076,1.1.0,2,0,None,Poor,train
F006823,B000802,2025-05-22 10:44:25.288842962,Cattle Feed Pellet,14.06,20.98,22.82,2.53,19.03,0.0,0.09,36.9,10.17,67.97,32.91,,39.8,DEV-0050,1.0.0,2,0,Mould/Fungal Contamination,Unsafe,train
F006824,B000824,2025-05-22 11:14:16.708556952,Silage,75.58,8.6,26.14,1.86,15.53,0.48,0.56,4.98,2.9,28.15,32.39,,27.6,DEV-0094,1.2.0,2,0,None,Moderate,train
F006825,B000717,2025-05-22 11:44:08.128270942,Cattle Feed Pellet,13.81,23.12,16.63,2.6,15.79,0.55,0.04,12.55,2.87,28.71,32.7,,7.4,DEV-0023,1.0.0,2,0,None,Moderate,train
F006826,B007316,2025-05-22 12:13:59.547984932,Cattle Feed Pellet,12.89,14.83,18.11,2.19,8.35,2.51,0.66,3.55,6.31,22.17,25.0,,49.8,DEV-0110,1.0.0,2,0,None,Good,train
F006827,B006157,2025-05-22 12:43:50.967698924,Silage,65.06,8.8,25.75,2.66,11.89,1.42,0.81,5.97,5.03,0.0,24.37,5.82,4.9,DEV-0095,1.0.0,3,1,None,Poor,train
F006828,B005009,2025-05-22 13:13:42.387412914,Mineral Mixture,2.78,12.48,8.6,2.59,18.78,4.5,0.25,1.68,1.2,13.35,30.87,,46.7,DEV-0100,1.2.0,2,0,None,Good,train
F006829,B006244,2025-05-22 13:43:33.807126904,Silage,67.98,10.6,31.1,1.78,9.0,0.36,1.37,7.43,0.79,27.09,38.45,5.86,8.5,DEV-0088,1.2.0,3,1,None,Poor,train
F006830,B000146,2025-05-22 14:13:25.226840894,Silage,74.56,6.75,28.24,2.14,24.9,4.27,2.52,2.84,5.19,10.6,27.53,4.43,54.8,DEV-0108,1.2.0,1,0,None,Moderate,train
F006831,B008100,2025-05-22 14:43:16.646554884,Cattle Feed Pellet,11.98,18.86,13.46,2.65,17.2,2.27,1.58,5.64,9.16,50.05,31.01,,8.1,DEV-0119,1.2.0,2,0,None,Poor,train
F006832,B004200,2025-05-22 15:13:08.066268876,Silage,71.95,7.92,25.88,2.74,21.99,0.0,1.44,10.68,11.78,63.61,38.4,5.4,38.3,DEV-0093,1.0.0,2,1,Mould/Fungal Contamination,Unsafe,train
F006833,B001253,2025-05-22 15:42:59.485982866,Silage,68.02,8.79,22.87,,11.25,0.19,1.16,5.27,3.96,37.71,42.55,5.23,45.4,DEV-0085,1.0.0,2,1,None,Poor,test
F006834,B004660,2025-05-22 16:12:50.905696856,Feed Mash,15.57,14.64,12.84,2.86,9.68,0.0,4.77,6.71,2.68,34.93,24.07,,8.3,DEV-0112,1.2.0,1,0,None,Moderate,train
F006835,B001203,2025-05-22 16:42:42.325410846,Silage,83.64,10.18,20.81,1.56,10.66,0.22,1.82,4.5,4.24,2.07,28.34,4.41,9.6,DEV-0099,1.2.0,3,0,None,Poor,train
F006836,B003630,2025-05-22 17:12:33.745124838,Mineral Mixture,7.31,10.22,7.65,2.28,9.28,4.36,0.0,2.45,5.19,19.8,22.04,,17.1,DEV-0061,1.2.0,1,0,None,Good,train
F006837,B006710,2025-05-22 17:42:25.164838828,Cattle Feed Pellet,11.75,23.88,16.46,2.13,8.07,2.14,2.3,0.99,2.31,0.0,35.89,,31.2,DEV-0064,1.1.0,2,0,None,Good,train
F006838,B004272,2025-05-22 18:12:16.584552818,Mineral Mixture,6.71,4.21,4.86,2.29,0.0,0.67,0.14,3.03,2.67,8.53,31.67,,52.6,DEV-0126,1.1.0,1,0,None,Moderate,validation
F006839,B007861,2025-05-22 18:42:08.004266808,Silage,80.87,9.98,25.78,2.36,5.73,0.0,0.54,3.48,0.0,23.77,32.69,5.4,49.0,DEV-0051,1.2.0,1,0,None,Moderate,train
F006840,B005935,2025-05-22 19:11:59.423980800,Silage,59.33,8.5,24.71,1.75,14.67,5.81,0.47,8.44,5.54,20.59,30.65,5.66,44.5,DEV-0001,1.1.0,2,1,None,Poor,train
F006841,B008319,2025-05-22 19:41:50.843694790,Silage,76.1,11.76,27.12,1.97,19.25,1.81,3.66,3.89,2.37,18.98,29.4,4.8,25.8,DEV-0072,1.1.0,3,0,None,Good,train
F006842,B004449,2025-05-22 20:11:42.263408780,Cattle Feed Pellet,10.92,19.58,11.96,2.26,17.77,0.25,0.0,6.4,3.9,30.73,40.01,,14.8,DEV-0074,1.1.0,3,0,None,Poor,test
F006843,B000641,2025-05-22 20:41:33.683122770,Cattle Feed Pellet,13.17,21.31,17.94,3.13,7.39,0.04,0.14,6.19,7.93,41.25,24.07,,10.3,DEV-0044,1.1.0,2,0,None,Poor,train
F006844,B004163,2025-05-22 21:11:25.102836760,Cattle Feed Pellet,7.76,18.12,16.08,2.65,6.53,2.16,5.67,3.01,1.84,27.27,27.34,,23.0,DEV-0015,1.1.0,1,0,None,Good,validation
F006845,B007175,2025-05-22 21:41:16.522550752,Cattle Feed Pellet,10.48,14.72,18.11,2.73,11.72,0.0,0.74,3.49,4.11,0.0,21.26,,47.1,DEV-0130,1.0.0,2,0,None,Good,train
F006846,B005721,2025-05-22 22:11:07.942264742,Cattle Feed Pellet,16.3,21.98,11.81,3.0,21.64,0.0,0.97,21.3,8.14,70.16,22.42,,39.4,DEV-0048,1.1.0,1,0,Mould/Fungal Contamination,Poor,train
F006847,B002277,2025-05-22 22:40:59.361978732,Mineral Mixture,7.61,22.19,2.7,1.15,38.8,1.97,0.0,95.2,7.74,70.84,30.54,,38.9,DEV-0036,1.0.0,2,0,Mineral Imbalance,Unsafe,test
F006848,B006101,2025-05-22 23:10:50.781692722,Cattle Feed Pellet,13.55,21.11,12.61,3.32,11.55,0.45,1.49,4.14,2.49,3.91,15.86,,5.9,DEV-0027,1.1.0,2,0,None,Good,validation
F006849,B006853,2025-05-22 23:40:42.201406714,Cattle Feed Pellet,17.8,21.79,21.35,2.02,18.94,4.45,0.38,4.52,5.91,27.65,33.79,,11.5,DEV-0090,1.1.0,3,0,None,Moderate,train
F006850,B006771,2025-05-23 00:10:33.621120704,Silage,65.35,8.78,21.68,2.07,13.64,0.0,2.75,3.48,2.55,30.35,25.29,4.9,21.8,DEV-0095,1.2.0,3,0,None,Good,train
F006851,B000755,2025-05-23 00:40:25.040834694,Feed Mash,16.01,14.0,10.84,2.48,8.92,1.41,1.78,3.48,9.01,18.69,20.96,,5.6,DEV-0128,1.0.0,3,0,None,Moderate,train
F006852,B000023,2025-05-23 01:10:16.460548684,Cattle Feed Pellet,13.41,24.6,13.02,2.85,6.32,1.14,0.3,4.11,5.05,41.98,32.8,,20.0,DEV-0076,1.0.0,1,0,None,Moderate,train
F006853,B003903,2025-05-23 01:40:07.880262676,Cattle Feed Pellet,15.31,13.94,21.47,2.59,23.09,1.65,18.83,93.76,9.17,92.68,37.91,,10.7,DEV-0012,1.2.0,1,0,Sand/Silica Contamination,Unsafe,train
F006854,B003071,2025-05-23 02:09:59.299976666,Cattle Feed Pellet,16.13,21.87,12.88,3.12,19.17,2.7,0.0,17.7,4.96,3.76,32.43,,31.5,DEV-0139,1.1.0,1,0,None,Moderate,train
F006855,B004834,2025-05-23 02:39:50.719690656,Cattle Feed Pellet,7.78,13.58,13.73,3.27,5.59,1.86,2.16,0.57,0.25,4.69,28.14,,21.5,DEV-0031,1.2.0,3,0,None,Good,train
F006856,B001876,2025-05-23 03:09:42.139404646,Cattle Feed Pellet,15.24,22.45,15.64,2.57,34.43,1.13,0.37,54.57,10.37,89.06,35.94,,25.0,DEV-0033,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F006857,B004549,2025-05-23 03:39:33.559118638,Cattle Feed Pellet,16.93,19.65,13.35,2.14,14.66,0.55,0.38,6.67,4.38,39.08,28.5,,32.7,DEV-0144,1.2.0,2,0,None,Poor,test
F006858,B000531,2025-05-23 04:09:24.978832628,Mineral Mixture,5.34,14.57,3.55,2.22,9.13,1.52,1.81,2.32,4.93,10.5,31.62,,51.4,DEV-0012,1.0.0,1,0,None,Good,test
F006859,B003509,2025-05-23 04:39:16.398546618,Cattle Feed Pellet,17.27,12.04,19.26,3.05,12.39,0.46,1.69,2.05,5.63,32.22,27.1,,26.7,DEV-0139,1.1.0,1,0,None,Moderate,train
F006860,B000846,2025-05-23 05:09:07.818260608,Feed Mash,16.06,15.32,19.59,2.67,12.71,0.33,0.0,1.03,2.9,4.63,25.13,,25.8,DEV-0069,1.0.0,3,0,None,Good,test
F006861,B005228,2025-05-23 05:38:59.237974598,Feed Mash,13.02,17.29,11.3,2.64,4.73,2.32,1.04,4.72,1.85,21.67,31.8,,26.1,DEV-0041,1.1.0,2,0,None,Moderate,validation
F006862,B003673,2025-05-23 06:08:50.657688590,Cattle Feed Pellet,11.95,25.38,10.79,2.65,11.1,0.06,0.1,4.88,4.61,10.06,26.72,,31.5,DEV-0042,1.1.0,1,0,None,Moderate,validation
F006863,B002868,2025-05-23 06:38:42.077402580,Cattle Feed Pellet,11.12,23.47,11.76,,14.01,0.0,0.7,6.19,2.92,41.74,30.98,,13.3,DEV-0139,1.2.0,3,0,Excess Salt,Poor,validation
F006864,B001510,2025-05-23 07:08:33.497116570,Feed Mash,13.52,13.54,15.84,2.73,24.36,1.05,1.89,0.66,1.38,5.93,36.98,,11.8,DEV-0078,1.2.0,1,0,None,Good,train
F006865,B000431,2025-05-23 07:38:24.916830560,Mineral Mixture,7.09,11.88,2.38,1.76,24.6,1.73,0.16,4.29,5.24,28.22,36.95,,12.1,DEV-0015,1.0.0,3,0,None,Moderate,train
F006866,B008693,2025-05-23 08:08:16.336544552,Silage,70.89,12.48,24.87,2.72,6.02,1.21,0.0,1.83,1.35,0.0,40.89,5.37,16.5,DEV-0077,1.2.0,1,1,None,Poor,train
F006867,B002542,2025-05-23 08:38:07.756258542,Feed Mash,17.6,12.2,16.02,2.41,1.29,1.46,0.35,7.83,4.62,14.02,30.66,,18.1,DEV-0094,1.2.0,2,0,None,Moderate,train
F006868,B006929,2025-05-23 09:07:59.175972532,Silage,72.27,6.27,26.97,2.4,10.7,0.0,0.63,5.21,4.54,20.88,33.53,,32.1,DEV-0069,1.1.0,3,0,None,Poor,train
F006869,B004406,2025-05-23 09:37:50.595686522,Silage,59.18,9.22,34.06,2.01,10.69,1.45,1.26,2.64,1.18,7.91,34.85,5.38,52.2,DEV-0053,1.0.0,2,0,None,Good,train
F006870,B004950,2025-05-23 10:07:42.015400514,Cattle Feed Pellet,10.73,18.28,17.04,3.5,10.23,1.72,0.0,0.74,6.09,4.87,24.88,,45.8,DEV-0012,1.0.0,2,0,None,Moderate,validation
F006871,B001769,2025-05-23 10:37:33.435114504,Silage,68.01,9.31,28.58,1.74,11.61,2.4,2.62,3.72,3.66,11.27,29.89,5.36,28.3,DEV-0074,1.2.0,2,0,None,Good,test
F006872,B000769,2025-05-23 11:07:24.854828494,Silage,65.91,13.6,34.83,1.9,5.92,1.32,2.12,4.89,4.32,16.28,40.34,5.22,45.9,DEV-0072,1.1.0,3,1,None,Poor,validation
F006873,B007924,2025-05-23 11:37:16.274542484,Cattle Feed Pellet,14.67,,16.83,2.63,16.59,0.29,0.77,4.71,4.04,22.5,33.28,,5.2,DEV-0029,1.2.0,3,0,None,Moderate,validation
F006874,B007586,2025-05-23 12:07:07.694256474,Mineral Mixture,5.17,10.07,5.85,1.9,12.37,1.43,1.92,0.52,2.68,0.0,28.66,,43.7,DEV-0124,1.1.0,1,0,None,Good,train
F006875,B001069,2025-05-23 12:36:59.113970466,Feed Mash,13.41,14.51,23.19,2.79,6.46,0.27,0.8,7.29,3.61,15.48,28.68,,4.6,DEV-0139,1.1.0,1,0,None,Poor,train
F006876,B002544,2025-05-23 13:06:50.533684456,Cattle Feed Pellet,9.09,16.36,27.21,2.87,11.18,1.68,1.4,2.46,2.02,0.0,31.45,,38.0,DEV-0072,1.1.0,1,0,None,Good,validation
F006877,B001418,2025-05-23 13:36:41.953398446,Mineral Mixture,2.26,7.24,7.97,2.12,18.94,1.2,0.07,5.44,3.53,37.14,25.24,,24.2,DEV-0117,1.2.0,3,0,None,Good,train
F006878,B000299,2025-05-23 14:06:33.373112436,Silage,57.23,13.29,20.61,2.17,10.4,0.0,0.0,4.32,5.69,39.35,29.51,5.56,3.0,DEV-0030,1.1.0,3,1,None,Poor,train
F006879,B002826,2025-05-23 14:36:24.792826428,Cattle Feed Pellet,14.25,21.14,12.0,2.93,1.04,1.96,0.47,0.81,5.2,12.61,27.35,,40.5,DEV-0124,1.2.0,2,0,None,Good,train
F006880,B003331,2025-05-23 15:06:16.212540418,Feed Mash,14.69,15.76,19.04,1.99,12.24,0.49,0.0,2.94,3.51,23.2,34.54,,14.7,DEV-0050,1.0.0,1,0,None,Good,validation
F006881,B001408,2025-05-23 15:36:07.632254408,Mineral Mixture,3.49,10.73,5.21,1.79,13.18,0.12,0.69,5.22,3.18,32.85,42.48,,8.9,DEV-0081,1.1.0,3,0,None,Moderate,train
F006882,B003764,2025-05-23 16:05:59.051968398,Cattle Feed Pellet,11.59,13.69,13.62,2.92,22.63,4.19,0.0,31.22,3.55,23.99,32.56,,32.9,DEV-0030,1.1.0,3,0,None,Poor,train
F006883,B000371,2025-05-23 16:35:50.471682390,Cattle Feed Pellet,17.19,20.2,16.68,2.74,19.06,0.47,0.16,12.2,5.54,56.16,29.23,,43.8,DEV-0086,1.1.0,1,0,Mould/Fungal Contamination,Poor,train
F006884,B002134,2025-05-23 17:05:41.891396380,Cattle Feed Pellet,14.05,16.92,13.73,3.0,9.43,0.94,1.52,69.01,1.55,32.14,28.0,,53.8,DEV-0091,1.2.0,1,0,Excess Salt,Unsafe,test
F006885,B006015,2025-05-23 17:35:33.311110370,Feed Mash,17.5,16.05,19.45,2.4,12.31,1.31,2.28,1.82,4.67,3.61,33.38,,25.9,DEV-0071,1.0.0,1,0,None,Moderate,train
F006886,B002173,2025-05-23 18:05:24.730824360,Feed Mash,9.53,20.22,23.31,2.6,4.6,1.93,1.38,3.77,0.38,0.0,31.34,,17.4,DEV-0048,1.0.0,1,0,None,Good,train
F006887,B001107,2025-05-23 18:35:16.150538352,Silage,83.17,8.63,24.69,2.51,7.75,1.76,2.64,6.68,1.7,12.49,34.28,5.55,36.6,DEV-0106,1.1.0,1,1,None,Poor,train
F006888,B002024,2025-05-23 19:05:07.570252342,Silage,69.53,13.11,24.79,2.0,0.0,2.21,1.3,0.87,0.0,0.0,31.54,4.14,8.1,DEV-0112,1.2.0,2,0,None,Good,test
F006889,B006450,2025-05-23 19:34:58.989966332,Cattle Feed Pellet,11.56,19.73,13.68,3.5,25.15,1.55,0.79,0.54,0.18,1.76,23.89,,47.5,DEV-0025,1.2.0,3,0,Excess Salt,Poor,train
F006890,B000272,2025-05-23 20:04:50.409680322,Feed Mash,12.44,24.5,18.67,2.05,26.72,1.08,9.93,26.63,6.13,60.71,24.68,,9.7,DEV-0065,1.1.0,2,0,Sand/Silica Contamination,Unsafe,train
F006891,B004956,2025-05-23 20:34:41.829394312,Silage,73.38,8.15,23.52,2.42,13.83,1.62,2.7,29.66,2.09,39.41,18.97,5.46,38.3,DEV-0075,1.2.0,3,0,None,Poor,train
F006892,B004188,2025-05-23 21:04:33.249108304,Silage,50.86,9.52,24.77,2.31,25.46,2.29,1.27,3.83,2.45,0.0,23.67,5.29,2.9,DEV-0127,1.2.0,1,0,None,Good,train
F006893,B003621,2025-05-23 21:34:24.668822294,Mineral Mixture,5.18,5.02,5.95,,14.17,3.64,2.33,1.28,4.05,5.3,25.87,,47.3,DEV-0140,1.0.0,1,0,None,Good,train
F006894,B001006,2025-05-23 22:04:16.088536284,Cattle Feed Pellet,11.19,9.38,11.64,3.04,17.33,1.21,6.32,5.96,2.15,38.36,34.55,,39.1,DEV-0091,1.0.0,1,0,None,Poor,train
F006895,B004068,2025-05-23 22:34:07.508250274,Cattle Feed Pellet,10.35,16.38,13.34,,26.45,1.16,0.05,12.19,5.84,56.52,29.61,,44.8,DEV-0088,1.2.0,2,0,Mould/Fungal Contamination,Poor,validation
F006896,B004552,2025-05-23 23:03:58.927964266,Feed Mash,10.04,15.81,20.75,3.4,3.04,0.59,0.74,9.5,1.33,0.0,32.49,,22.5,DEV-0039,1.1.0,2,0,None,Moderate,train
F006897,B000384,2025-05-23 23:33:50.347678256,Silage,76.15,7.77,25.55,1.6,15.52,0.35,11.76,45.9,5.16,50.58,29.17,5.49,38.7,DEV-0091,1.1.0,3,1,Sand/Silica Contamination,Unsafe,train
F006898,B005973,2025-05-24 00:03:41.767392246,Cattle Feed Pellet,11.56,19.68,20.68,3.23,6.83,0.75,0.22,9.38,6.48,37.97,25.57,,56.8,DEV-0091,1.0.0,1,0,Excess Salt,Poor,train
F006899,B004085,2025-05-24 00:33:33.187106236,Feed Mash,16.16,19.41,18.54,2.42,9.66,6.89,0.54,44.89,7.32,36.3,31.7,,42.1,DEV-0076,1.2.0,1,0,None,Unsafe,test
F006900,B008202,2025-05-24 01:03:24.606820228,Silage,66.38,6.69,25.69,1.81,12.78,2.37,0.73,2.12,4.3,21.23,27.75,4.77,19.6,DEV-0113,1.2.0,3,0,None,Good,train
